provider_id,provider_name,provider_type,specialty,cedula_profesional,tax_id,street_address,city,state,zip_code,phone,email,network_tier,contract_start_date,contract_end_date,is_accepting_patients,quality_rating
PRV00749,Industrias Villalpando-Villarreal - San Homero los altos,Laboratory,Clinical Laboratory,,OOES430317U7P,"Privada Sur Alvarado 920 Edif. 534 , Depto. 851",San Homero los altos,QROO,17156-0978,(036)262-0075,mauro40@example.net,Out of Network,2021-10-08,2022-10-08,True,
PRV00750,Dr. Ignacio Ríos Tafoya,Individual,Ophthalmology,49558900,NUNM8906247JP,"Prolongación Nicaragua 563 Edif. 909 , Depto. 237",San María Cristina los bajos,SLP,79517-4606,+73(8)7956731131,cintronpaola@example.org,Tier 1 - Preferred,2023-08-07,2026-08-06,True,
PRV00751,Dr. Bernabé Caldera Acevedo,Individual,Gastroenterology,71464169,HURT151125Z1V,"Privada Sur Cavazos 106 Edif. 737 , Depto. 292",San Fernando los bajos,CAMP,25879-1234,447-585-1769,cpaez@example.com,Tier 1 - Preferred,2020-10-18,2022-10-18,True,3.9
PRV00752,"Proyectos Castillo, Olmos y Velázquez - San Rebeca los bajos",Clinic,Walk-in Clinic,,TIEK250321S4L,"Circunvalación Michoacán de Ocampo 839 Edif. 942 , Depto. 814",San Rebeca los bajos,CHIS,26520-9769,(321)868-4107x242,ravalos@example.net,Tier 2 - Standard,2023-11-22,2024-11-21,True,3.1
PRV00753,Proyectos Quiñónez y Pineda - San Javier de la Montaña,Hospital,Women's Hospital,,GUKX191110MM4,Viaducto España 529 448,San Javier de la Montaña,COL,18598,(863)943-2854x64609,carlamunguia@example.org,Out of Network,2021-06-19,2025-06-18,False,3.9
PRV00754,Dr. Serafín Almaraz Guajardo,Individual,Pediatrics,88043007,OECZ680831TZU,Retorno Quintana Roo 575 Interior 341,San Estela los altos,HGO,44130,(342)272-0019x913,itzel97@example.net,Out of Network,2017-03-14,2021-03-13,False,3.9
PRV00755,Loera y Perea e Hijos - San Nicolás los bajos,Clinic,Urgent Care Clinic,,KUIB050625WT3,Continuación Tamaulipas 195 096,San Nicolás los bajos,TAB,40619-9425,191-744-0443,xduenas@example.com,Tier 2 - Standard,2024-07-12,2028-07-11,True,
PRV00756,Dr. Miguel Ángel Loya Muro,Individual,Family Medicine,60734743,IOEB321205CUW,Calle Sur Mercado 524 Interior 267,Xalapa,VER,20427,806.954.7591,walcaraz@example.org,Out of Network,2021-08-19,2022-08-19,True,3.9
PRV00757,Dr. Esperanza Ojeda Aponte,Individual,Endocrinology,77880103,CIHK2103136EM,Retorno Norte Collazo 155 Interior 096,San Salvador los altos,TAB,05243-9819,068-280-2549,bacajose@example.com,Tier 2 - Standard,2019-07-23,2020-07-22,True,4.4
PRV00758,Sisneros y Tejeda S.A. de C.V. - San Lourdes de la Montaña,Imaging Center,Diagnostic Imaging,,IOXD130407C4R,Ampliación República Unida de Tanzanía 333 993,San Lourdes de la Montaña,AGS,59588,(348)297-4819x5491,luisa03@example.com,Tier 2 - Standard,2016-07-29,2020-07-28,True,
PRV00759,Grupo Galarza y Prado - Puebla,Clinic,Multi-Specialty Clinic,,NASP390523EN3,Andador Bahrein 574 Interior 932,Puebla,PUE,26854,(696)188-0376x88688,nadiacollado@example.org,Out of Network,2023-03-01,2027-02-28,True,3.2
PRV00760,Dr. Gregorio Acuña Robledo,Individual,Neurology,96803834,YAWT6912131HF,"Diagonal Sur Espinosa 769 Edif. 372 , Depto. 619",San Germán los bajos,COL,57083,(383)648-6416x72245,hvela@example.net,Tier 1 - Preferred,2018-08-24,2021-08-23,True,3.9
PRV00761,Dr. Guillermina Ramos Quintanilla,Individual,Radiology,01418785,EESJ8304022BX,Eje vial Sur Sauceda 973 Interior 114,Nueva Timor-Leste,DGO,00768,(965)565-8057x23420,alma75@example.com,Out of Network,2020-10-19,2025-10-18,True,4.0
PRV00762,Dr. Isabel Ledesma Lomeli,Individual,Gastroenterology,97030966,DORN111031LWT,Corredor Chipre 308 389,Vieja Belice,COL,38539,445-341-4019x5774,,Tier 1 - Preferred,2017-06-19,2022-06-18,True,3.6
PRV00763,Grupo López y Bravo - Ecatepec,Pharmacy,Specialty Pharmacy,,OUNF620708WHM,Ampliación Sinaloa 967 Interior 985,Ecatepec,MEX,30244-3341,(670)248-9115,pguzman@example.com,Tier 1 - Preferred,2023-09-18,2026-09-17,False,
PRV00764,"Grupo Blanco, Godínez y Montemayor - Vieja Georgia",Pharmacy,Specialty Pharmacy,,UIKA680524XPA,"Privada Norte Sanches 179 Edif. 461 , Depto. 766",Vieja Georgia,SLP,25176-8149,(893)951-3752x143,quesadamaria@example.org,Tier 1 - Preferred,2021-10-06,2025-10-05,True,3.6
PRV00765,"Industrias Téllez, Ríos y Mojica - San Martín Texmelucan",Hospital,General Hospital,,IIBH9507062Z9,Calle Norte Marín 699 427,San Martín Texmelucan,PUE,82101-0133,615.516.2281x2145,santiagotorres@example.net,Tier 1 - Preferred,2019-01-13,2022-01-12,True,4.8
PRV00766,Rosado-Anaya - Mérida,Clinic,Urgent Care Clinic,,XARN0105161DE,Circunvalación Guatemala 338 157,Mérida,YUC,77412,677-777-0133x691,,Tier 1 - Preferred,2019-03-10,2020-03-09,True,
PRV00767,Cano-Ceja - León,Clinic,Walk-in Clinic,,VIKI070614GGU,Corredor Sur Almonte 883 738,León,GTO,32695,(475)741-4958x925,,Out of Network,2021-01-04,2022-01-04,False,
PRV00768,"Club Pedroza, Alcala y Narváez - Nueva Bangladesh",Clinic,Urgent Care Clinic,,UARA22050235F,Prolongación Chihuahua 917 Interior 779,Nueva Bangladesh,DGO,48782,723.577.6725x5917,cabandiego@example.net,Tier 1 - Preferred,2023-09-04,2027-09-03,True,3.6
PRV00769,Flores-Ballesteros e Hijos - San Bernabé los altos,Laboratory,Diagnostic Lab,,NAFW401107NJR,"Circunvalación Casárez 422 Edif. 174 , Depto. 432",San Bernabé los altos,COL,34228,451-251-1347,,Tier 1 - Preferred,2022-01-05,2026-01-04,True,3.4
PRV00770,Corporacin Llamas y Aranda - Vieja Austria,Clinic,Walk-in Clinic,,UOFX570901PES,Privada Cordero 013 182,Vieja Austria,TLAX,63909,075-139-9915,kmoreno@example.net,Tier 2 - Standard,2020-09-04,2024-09-03,True,
PRV00771,Bañuelos y Espino S.A. de C.V. - San Eloy los altos,Laboratory,Clinical Laboratory,,OEUK4902216ZJ,"Calzada Finlandia 236 Edif. 128 , Depto. 800",San Eloy los altos,SIN,80506-1389,1-622-311-9716,lespinoza@example.net,Tier 2 - Standard,2017-11-01,2020-10-31,True,3.3
PRV00772,Dr. Miguel Ángel Garrido Serrato,Individual,Rheumatology,33748828,MALP331122RDK,Cerrada Sur Flórez 423 573,Vieja Federación de Rusia,CHIH,50336-0180,1-198-494-6946,maria-luisa14@example.com,Tier 1 - Preferred,2020-10-16,2023-10-16,True,
PRV00773,Dr. Jacinto Heredia Rojas,Individual,Rheumatology,32131774,LUMS2903227AD,Pasaje Norte Balderas 493 225,San Antonio los bajos,TAMPS,70439,(484)778-8346x428,mayorgaabel@example.net,Tier 2 - Standard,2022-10-12,2026-10-11,True,
PRV00774,Dr. Yuridia Irizarry Serrato,Individual,Ophthalmology,93802984,NOBX610217XET,Circunvalación Gabón 559 Interior 142,Vieja Sudán del Sur,NAY,42941-9638,+78(8)1415809570,,Out of Network,2022-01-22,2027-01-21,True,
PRV00775,Dr. Margarita Robledo Rivas,Individual,Endocrinology,53511134,AIRN650220BWZ,Boulevard Sur Lozano 219 Interior 249,Vieja Canadá,SLP,08378,(053)855-6965,alejandroverduzco@example.com,Out of Network,2018-11-18,2023-11-17,False,4.6
PRV00776,Dr. Sofía Armendáriz Arriaga,Individual,Dermatology,96447826,BAMC1911294JJ,"Periférico Tuvalu 862 Edif. 204 , Depto. 880",San Eric los altos,TLAX,07655-2240,734-951-0823x3747,ysalinas@example.com,Tier 2 - Standard,2016-07-05,2018-07-05,True,
PRV00777,"Aranda, Terán y Velasco - Vieja Federación de Rusia",Imaging Center,Diagnostic Imaging,,TOXQ340619406,Viaducto Alcala 679 839,Vieja Federación de Rusia,COL,19285-0110,549-411-3792x081,noemicarrillo@example.net,Tier 2 - Standard,2022-02-21,2023-02-21,True,4.3
PRV00778,Dr. Reynaldo Gracia Bustamante,Individual,Gastroenterology,48386199,AAZF800521ABX,Calzada Sur Santana 326 Interior 133,Apodaca,NL,04023-9988,028.103.0788x856,samuel85@example.org,Tier 2 - Standard,2015-09-02,2016-09-01,True,4.2
PRV00779,Dr. Sofía Valadez Holguín,Individual,Infectious Disease,93535616,YOAG9706157BE,"Peatonal Terrazas 570 Edif. 253 , Depto. 987",San Guillermo de la Montaña,MICH,82383-2721,460-688-0771,gestrada@example.org,Tier 2 - Standard,2024-01-29,2025-01-28,True,
PRV00780,Pizarro y Bétancourt S. R.L. de C.V. - Vieja Bosnia y Herzegovina,Laboratory,Diagnostic Lab,,TUIS5403017EW,Ampliación Tabasco 494 Interior 053,Vieja Bosnia y Herzegovina,NAY,82260,160-379-1469,,Tier 2 - Standard,2016-09-26,2019-09-26,True,
PRV00781,"Serrato, Santillán y Huerta - Nueva Egipto",Pharmacy,Specialty Pharmacy,,MODV890117I21,"Ampliación Tabasco 656 Edif. 740 , Depto. 391",Nueva Egipto,TLAX,34506,1-533-081-2184x19523,ufranco@example.org,Tier 1 - Preferred,2023-10-10,2028-10-08,True,3.2
PRV00782,Zúñiga-Frías - Vieja Zambia,Hospital,Women's Hospital,,TURA120312YXK,Pasaje Madrid 833 162,Vieja Zambia,MICH,24523-8021,918.878.5731x14540,,Tier 1 - Preferred,2021-05-04,2023-05-04,True,
PRV00783,Dr. Joaquín Esparza Ruiz,Individual,Emergency Medicine,09275007,HOUT160218PKJ,"Corredor Ucrania 095 Edif. 225 , Depto. 351",Nueva Azerbaiyán,BCS,66187,+07(7)5147308197,banuelospatricia@example.net,Tier 2 - Standard,2023-11-19,2028-11-17,True,3.6
PRV00784,Dr. Camilo Cordero de la Fuente,Individual,Internal Medicine,58091228,ZORP900606OTH,"Corredor Colunga 609 Edif. 206 , Depto. 104",San Ana de la Montaña,MOR,98209-7748,05383672524,rodriguezhermelinda@example.com,Tier 2 - Standard,2018-01-31,2019-01-31,True,4.4
PRV00785,Dr. Reynaldo Haro Botello,Individual,Emergency Medicine,18995865,VADK450818ASA,"Callejón Norte Luevano 003 Edif. 250 , Depto. 211",Nueva Qatar,GRO,17503-4500,1-795-189-2558x32953,,Tier 2 - Standard,2015-09-21,2019-09-20,False,
PRV00786,"Lugo, Márquez y Brito - Nueva Polonia",Clinic,Walk-in Clinic,,EAIA171016WLD,Viaducto Distrito Federal 836 Interior 697,Nueva Polonia,GRO,71893,+30(6)2462571836,ocasares@example.org,Out of Network,2019-02-22,2022-02-21,True,
PRV00787,Dr. Darío Vanegas Vergara,Individual,Emergency Medicine,09702629,FEJE760422SRB,"Circuito Querétaro 379 Edif. 892 , Depto. 628",Vieja Croacia,TLAX,22340,+51(5)0469026478,rburgos@example.com,Tier 2 - Standard,2017-08-15,2020-08-14,False,
PRV00788,Dr. Rafaél Ybarra Hernández,Individual,Gastroenterology,54539025,BALH5810097U3,Boulevard Yáñez 682 081,Vieja Guinea Bissau,QROO,90793,194.513.3337x419,,Tier 1 - Preferred,2024-02-22,2027-02-21,True,
PRV00789,Mateo-Saavedra - San Javier los altos,Laboratory,Clinical Laboratory,,YUZK850319R9F,"Cerrada Oaxaca 906 Edif. 837 , Depto. 122",San Javier los altos,HGO,25194,1-916-870-7367x14944,mitzy51@example.com,Tier 2 - Standard,2023-04-26,2024-04-25,True,4.5
PRV00790,Club Girón-Bétancourt - Vieja Armenia,Laboratory,Pathology Lab,,NIHB310605TOS,Diagonal Huerta 420 Interior 165,Vieja Armenia,GRO,04005,228.223.1812x8955,galarzahumberto@example.com,Tier 2 - Standard,2019-12-23,2023-12-22,False,4.2
PRV00791,Despacho Farías-Tamez - Progreso,Hospital,Women's Hospital,,WEGF7605108O9,Peatonal Armenia 676 Interior 647,Progreso,YUC,44688,1-162-029-6269x604,robertoholguin@example.org,Tier 1 - Preferred,2021-05-13,2026-05-12,True,4.7
PRV00792,Club Rolón-Sotelo - San Martín Texmelucan,Laboratory,Pathology Lab,,HOVT491222SPU,"Boulevard Olmos 430 Edif. 686 , Depto. 739",San Martín Texmelucan,PUE,04923-9926,826.274.4867x557,eliaslongoria@example.org,Tier 2 - Standard,2022-09-23,2023-09-23,True,4.6
PRV00793,"Ortiz, Barrera y Ríos - San Elsa los bajos",Laboratory,Pathology Lab,,SERQ1810080BQ,"Ampliación Países Bajos 142 Edif. 898 , Depto. 889",San Elsa los bajos,MOR,50711-9386,1-011-899-5976x86205,loeraluz@example.org,Tier 1 - Preferred,2016-05-19,2017-05-19,True,3.0
PRV00794,"Mesa, Ulibarri y Zarate - Zapopan",Laboratory,Pathology Lab,,WIVV641205M6P,Retorno México 793 Interior 006,Zapopan,JAL,59798-4136,559.551.8949x7325,zamudioemilia@example.org,Tier 2 - Standard,2020-09-07,2024-09-06,True,4.2
PRV00795,Heredia-Guardado - San Alfredo los bajos,Pharmacy,Retail Pharmacy,,HEDP160404UH9,"Callejón Malta 429 Edif. 378 , Depto. 829",San Alfredo los bajos,GRO,79499,07714712882,marisolbarajas@example.org,Out of Network,2016-08-09,2019-08-09,True,3.7
PRV00796,"Industrias Bermúdez, Sauceda y Orta - San Mónica de la Montaña",Laboratory,Diagnostic Lab,,RAGJ561218M3X,"Calle Sandoval 716 Edif. 893 , Depto. 997",San Mónica de la Montaña,ZAC,92318,+38(3)4046793871,,Tier 1 - Preferred,2022-04-02,2026-04-01,True,3.4
PRV00797,Dr. Elisa Meza Cavazos,Individual,Gastroenterology,03151606,SOVG840518CIK,"Continuación Alvarado 740 Edif. 580 , Depto. 743",Vieja Guinea Bissau,TLAX,67361,018-566-4983,gracielaarevalo@example.net,Out of Network,2021-07-31,2026-07-30,True,3.0
PRV00798,Saldaña-de la Torre e Hijos - Nueva Tailandia,Laboratory,Pathology Lab,,EEHS111122W17,"Peatonal Godoy 263 Edif. 260 , Depto. 907",Nueva Tailandia,TAMPS,68728,967.951.0572,,Tier 1 - Preferred,2019-09-29,2023-09-28,True,
PRV00799,Dr. Ariadna Maya Galindo,Individual,Cardiology,56839879,JOCG980504GJT,Calle Loya 103 Interior 889,Nueva Costa Rica,CHIS,47639-7093,782.536.3014x69091,indiraaltamirano@example.org,Tier 1 - Preferred,2019-08-25,2023-08-24,False,3.7
PRV00800,Dr. Luz Palomino Loera,Individual,Infectious Disease,83104380,ZAKJ301227MIU,"Peatonal Norte Delgadillo 122 Edif. 960 , Depto. 906",San Laura los altos,BCS,26455-6725,272-327-9845x154,alemaneugenia@example.org,Out of Network,2020-05-07,2023-05-07,True,
PRV00801,Dr. Estefanía Marrero Marrero,Individual,Cardiology,79313982,UAXU140313169,Prolongación Norte Aparicio 308 Interior 877,Querétaro,QRO,97648,(542)853-8721x99827,,Tier 1 - Preferred,2024-04-16,2028-04-15,True,3.4
PRV00802,Mondragón-Varela - San Margarita los bajos,Laboratory,Diagnostic Lab,,NUFO610410QH3,"Avenida Salcedo 747 Edif. 744 , Depto. 617",San Margarita los bajos,COAH,63001,03408465349,aldoalfaro@example.net,Tier 2 - Standard,2021-04-10,2024-04-09,True,3.5
PRV00803,Dr. Noelia Gutiérrez Godínez,Individual,Cardiology,38851954,NIGY130829M0S,Eje vial Norte González 782 Interior 300,Nueva Marruecos,SLP,91942,157.753.8257,maria-cristina93@example.com,Tier 2 - Standard,2021-06-27,2022-06-27,True,
PRV00804,Valdés-Villaseñor A.C. - Toluca,Imaging Center,Diagnostic Imaging,,GOWJ100308AGN,Calzada Aguilera 857 342,Toluca,MEX,97131-3833,+55(5)4036277041,iherrera@example.org,Out of Network,2020-07-16,2022-07-16,True,3.4
PRV00805,Dr. Abelardo Garay de León,Individual,Family Medicine,76558876,UUHL050409ACI,Privada Norte Grijalva 066 Interior 350,San Ariadna los bajos,CAMP,66105,(302)120-9692x298,,Tier 2 - Standard,2020-04-26,2023-04-26,True,3.6
PRV00806,Dr. José Luis Toro Botello,Individual,OB/GYN,52897996,GOSE3305206ZY,Avenida Sosa 961 Interior 722,Valladolid,YUC,76413-0679,(978)432-0162x8215,,Out of Network,2023-08-10,2028-08-08,True,3.5
PRV00807,Dr. Citlali Esparza Linares,Individual,Radiology,51885793,SAFI470614JZH,Calzada Azerbaiyán 703 Interior 174,Vieja India,AGS,16839,06862815134,,Tier 2 - Standard,2019-11-07,2022-11-06,True,3.2
PRV00808,Chapa-Cornejo e Hijos - Ensenada,Hospital,Specialty Hospital,,TIBW110615PUD,Corredor Francia 087 Interior 504,Ensenada,BC,19592,(231)216-2139x704,clara15@example.com,Tier 1 - Preferred,2024-02-21,2029-02-19,True,
PRV00809,Corporacin Palacios-Ceballos - San Yolanda de la Montaña,Laboratory,Diagnostic Lab,,JUOL8002241UE,"Eje vial Lesotho 866 Edif. 328 , Depto. 561",San Yolanda de la Montaña,HGO,85865-8118,1-407-000-7281x158,patriciabahena@example.org,Tier 2 - Standard,2020-08-29,2025-08-28,True,3.6
PRV00810,Corporacin Griego y Collado - San Juan del Río,Clinic,Urgent Care Clinic,,SIMV170927L0C,"Cerrada Sur Calderón 501 Edif. 242 , Depto. 022",San Juan del Río,QRO,55046,1-510-668-6840x006,gilberto09@example.com,Tier 1 - Preferred,2022-09-27,2027-09-26,True,
PRV00811,Dr. Israel Nazario Gollum,Individual,Gastroenterology,72156343,NOIP790911J9B,Periférico Guatemala 674 166,Nueva Guyana,ZAC,94253,1-031-381-1905,eloya@example.org,Tier 1 - Preferred,2022-12-22,2026-12-21,True,
PRV00812,Proyectos Manzanares y Cazares - San Bernabé de la Montaña,Clinic,Urgent Care Clinic,,HUWO910628RXP,Retorno Colima 996 Interior 781,San Bernabé de la Montaña,QROO,56075-7180,1-714-853-0255,doloresde-la-fuente@example.com,Tier 2 - Standard,2015-09-30,2018-09-29,True,4.8
PRV00813,Dr. Paola Esquibel Mejía,Individual,Cardiology,59791089,CEKX140614YCP,Eje vial Sur Garica 441 437,San David de la Montaña,CAMP,38081-0466,(383)527-2662x322,maria-josede-la-o@example.org,Tier 2 - Standard,2019-05-17,2022-05-16,False,4.2
PRV00814,Dr. Bernardo Hinojosa Ybarra,Individual,Emergency Medicine,51241311,DUJK271108VM6,Avenida Oaxaca 682 Interior 334,Vieja Angola,COAH,30991-1673,1-683-510-5864x691,,Tier 2 - Standard,2019-01-25,2023-01-24,True,3.7
PRV00815,Proyectos Maldonado-Mendoza - San Cristobal de la Montaña,Clinic,Multi-Specialty Clinic,,RIGQ2208075O6,Circunvalación Naranjo 016 127,San Cristobal de la Montaña,AGS,48174-6410,1-899-707-3020,danielramirez@example.net,Tier 2 - Standard,2018-10-18,2021-10-17,True,3.9
PRV00816,Laboratorios Estrada y Gómez - Vieja Bolivia,Clinic,Urgent Care Clinic,,OISX671127Z70,Boulevard Veracruz de Ignacio de la Llave 045 153,Vieja Bolivia,DGO,09512,314-538-1399,zgamez@example.com,Tier 1 - Preferred,2021-11-24,2025-11-23,True,3.9
PRV00817,Moya y Canales e Hijos - Veracruz,Hospital,Women's Hospital,,RUMH560311UJP,Circunvalación Sur Barreto 590 710,Veracruz,VER,14422-8615,1-842-669-6827,,Out of Network,2021-06-16,2023-06-16,True,3.2
PRV00818,Dr. Norma Badillo Solorzano,Individual,Neurology,89949805,MAMR471014FV7,"Andador República Federal Democrática de Nepal 613 Edif. 199 , Depto. 345",Santa Catarina,NL,03590-1066,1-396-436-3812x365,grodriquez@example.net,Out of Network,2023-01-07,2025-01-06,True,3.4
PRV00819,Monroy-Madrid e Hijos - San Ariadna de la Montaña,Clinic,Multi-Specialty Clinic,,NUIG101214QK6,Corredor Norte Porras 636 343,San Ariadna de la Montaña,TLAX,48055-1127,535.085.1919,nquiroz@example.com,Tier 1 - Preferred,2021-04-16,2022-04-16,True,
PRV00820,Dr. Ángel Bernal Páez,Individual,Pediatrics,66034304,GUPG630923M6X,Calzada Comoras 380 547,Tlalpan,CDMX,10387,06469522846,helena80@example.org,Tier 1 - Preferred,2019-10-01,2021-09-30,True,4.7
PRV00821,Dr. Reynaldo Crespo Concepción,Individual,Gastroenterology,26739577,PAJA580919F0P,Eje vial Quesada 206 Interior 236,Nueva Liberia,QROO,10256-7047,(164)404-4176,rceja@example.com,Out of Network,2018-03-30,2023-03-29,False,4.8
PRV00822,Dr. Aurora Mayorga Saldivar,Individual,Emergency Medicine,93265280,MAAU510212UL1,Pasaje Norte Barela 400 604,San María Luisa los bajos,GRO,53756-7487,1-791-609-5147,nancyflores@example.com,Out of Network,2017-01-12,2021-01-11,True,
PRV00823,Osorio y Armas S.A. de C.V. - Ecatepec,Laboratory,Pathology Lab,,AUOQ780408W41,Ampliación Baja California Sur 877 Interior 711,Ecatepec,MEX,79684-7856,+96(5)7798573481,pde-la-garza@example.net,Tier 1 - Preferred,2021-06-03,2022-06-03,True,3.5
PRV00824,Dr. Iván Quezada Cavazos,Individual,Neurology,79646669,TUBQ720102HFC,"Periférico Tamaulipas 580 Edif. 650 , Depto. 894",Ecatepec,MEX,82351-3184,(608)019-4687x195,scontreras@example.com,Tier 1 - Preferred,2024-04-16,2029-04-15,True,
PRV00825,Ojeda A.C. - Guadalajara,Laboratory,Clinical Laboratory,,QOMM33080896G,Viaducto Sur Vázquez 047 Interior 403,Guadalajara,JAL,13569-8711,005.987.7209,judithzamora@example.org,Tier 2 - Standard,2016-07-22,2017-07-22,True,4.2
PRV00826,Grupo Cervantes-Gastélum - San Florencia los altos,Imaging Center,CT Scan Center,,MEXY860122OHP,"Periférico Nava 875 Edif. 243 , Depto. 278",San Florencia los altos,DGO,12764,06620181941,,Tier 1 - Preferred,2022-06-04,2027-06-03,True,3.4
PRV00827,Dr. Estela Benavídez Villareal,Individual,Infectious Disease,98284941,VOKH140715TXK,Continuación Norte Laboy 284 597,San Juan del Río,QRO,06337-4492,134.340.7430x886,,Tier 2 - Standard,2019-06-15,2024-06-13,True,3.7
PRV00828,Mesa y Cordero y Asociados - Vieja República de Corea,Hospital,General Hospital,,GAFE030723TLP,Retorno Rubio 412 665,Vieja República de Corea,SON,03799,556-631-2179,tarriaga@example.net,Out of Network,2020-06-08,2022-06-08,True,4.6
PRV00829,Dr. Nayeli Garica Mendoza,Individual,Cardiology,31350290,YOGL041207FMO,"Continuación Burkina Faso 982 Edif. 811 , Depto. 887",Puebla,PUE,87025,1-185-392-5021x2185,delgadoernesto@example.org,Tier 1 - Preferred,2020-04-11,2022-04-11,True,
PRV00830,Dr. Lorena Segura Rodrígez,Individual,Endocrinology,89843576,CIOJ5907299CY,Andador Trinidad y Tabago 899 824,Nezahualcóyotl,MEX,47416,+13(4)5863880524,adela92@example.org,Tier 2 - Standard,2017-12-10,2018-12-10,True,
PRV00831,"Proyectos Olivas, Marín y Ayala - Nueva Afganistán",Imaging Center,Diagnostic Imaging,,RADB520731A0N,Retorno Sur Reyes 929 982,Nueva Afganistán,COL,08935-4029,029.720.9535,,Tier 2 - Standard,2020-04-27,2021-04-27,True,
PRV00832,Rubio-Samaniego - Vieja Botswana,Laboratory,Diagnostic Lab,,HAAU070516XLP,Circuito Chipre 421 Interior 692,Vieja Botswana,QROO,65938,176.573.0596x42211,ninoana-luisa@example.com,Tier 1 - Preferred,2023-07-19,2027-07-18,True,4.0
PRV00833,Dr. Sessa Sisneros Meza,Individual,Cardiology,64639823,LAYQ170908J7F,"Retorno Sur Romo 863 Edif. 502 , Depto. 525",San Leonel de la Montaña,ZAC,21035,(038)426-6656,rcorrea@example.com,Tier 2 - Standard,2016-11-05,2019-11-05,True,3.5
PRV00834,Dr. Eva Cabrera Mena,Individual,Ophthalmology,67779079,XEGX7905281UA,Cerrada Sur Delgado 788 Interior 159,Nueva Venezuela,COL,28354,07625138471,salcedojaime@example.net,Tier 1 - Preferred,2019-09-01,2021-08-31,True,
PRV00835,Club Munguía y Rosado - Vieja Honduras,Hospital,Children's Hospital,,POAA970305JGJ,"Corredor Zambia 864 Edif. 853 , Depto. 455",Vieja Honduras,TLAX,57986-4025,478.211.6660x565,,Tier 2 - Standard,2019-02-12,2023-02-11,True,4.0
PRV00836,Dr. Eva de la Fuente Villareal,Individual,Radiology,94211833,AAEF560404IRQ,Continuación Muro 959 Interior 047,San Dalia de la Montaña,QROO,28043-0708,+46(1)7902638691,escalantesofia@example.net,Out of Network,2017-11-22,2019-11-22,True,3.8
PRV00837,Dr. Raúl Tamayo Carmona,Individual,Psychiatry,87783809,LUJK2502185HC,Viaducto Sur Farías 206 607,Vieja Zambia,TAB,73595,(316)546-0143x98514,dreyes@example.com,Tier 1 - Preferred,2022-09-15,2025-09-14,True,4.8
PRV00838,Laboratorios Rendón-Robles - San José Carlos los altos,Clinic,Walk-in Clinic,,BOLA101022GXG,Prolongación Aguascalientes 566 069,San José Carlos los altos,SON,67095,+31(2)6315902216,,Tier 1 - Preferred,2017-09-25,2021-09-24,True,4.7
PRV00839,Moya-Almaraz - Nueva Liberia,Laboratory,Clinical Laboratory,,VUUK350814Q5J,"Peatonal Nieto 951 Edif. 077 , Depto. 195",Nueva Liberia,TAMPS,73045-3065,(702)567-1118x5913,,Tier 2 - Standard,2020-09-05,2024-09-04,True,4.1
PRV00840,"Trujillo, Orta y Corral - San Antonia los altos",Imaging Center,CT Scan Center,,HUMU89090346M,"Prolongación Marrero 229 Edif. 326 , Depto. 422",San Antonia los altos,MICH,08342,1-611-942-6015,valenzuelamariano@example.com,Tier 1 - Preferred,2015-12-19,2016-12-18,False,4.5
PRV00841,"Corporacin Alvarez, Malave y Sandoval - Nueva Túnez",Laboratory,Pathology Lab,,MIFT6303174O3,Boulevard Sur Fajardo 172 375,Nueva Túnez,SON,07597-8616,827.683.9587x729,anabel82@example.com,Tier 1 - Preferred,2024-01-17,2026-01-16,True,4.9
PRV00842,Dr. Elias Medrano Gamez,Individual,Family Medicine,69895292,WAAX16073175S,"Diagonal Norte Lozada 081 Edif. 348 , Depto. 604",Apodaca,NL,40303-1013,092-439-1081,ecaban@example.com,Tier 1 - Preferred,2019-09-02,2024-08-31,True,4.5
PRV00843,"Ocasio, Ulibarri y Arreola - Vieja Bolivia",Clinic,Multi-Specialty Clinic,,UOAG891025RV3,Peatonal Sri Lanka 223 326,Vieja Bolivia,AGS,69193-6061,1-648-075-3447x2438,ysalcedo@example.org,Tier 2 - Standard,2021-03-25,2024-03-24,True,3.4
PRV00844,Dr. Georgina Rodarte Prieto,Individual,Psychiatry,62783311,UOYS100717S5W,"Retorno Martínez 424 Edif. 676 , Depto. 589",San Iván los bajos,DGO,24351-4917,142.746.8094x32697,qortega@example.com,Out of Network,2022-02-24,2025-02-23,True,4.5
PRV00845,Dr. Porfirio Casas Rico,Individual,Rheumatology,00000973,QUHX290113J3I,Eje vial Líbano 228 Interior 443,San Pedro Garza García,NL,03957-3645,197-635-4825,,Tier 1 - Preferred,2016-05-01,2020-04-30,True,
PRV00846,Dr. Dolores Rosado Garza,Individual,Psychiatry,39965449,HOAN7204045NF,"Pasaje Sur Esquibel 895 Edif. 497 , Depto. 741",San María Cristina los bajos,TLAX,97941,1-182-668-6464,roblesgeorgina@example.com,Out of Network,2021-12-18,2023-12-18,True,4.8
PRV00847,Reynoso-Cintrón S. R.L. de C.V. - San Vicente de la Montaña,Laboratory,Pathology Lab,,RIUC810712KYN,Circunvalación Bangladesh 075 360,San Vicente de la Montaña,SON,25729,793.922.1749,estefaniaceballos@example.net,Tier 1 - Preferred,2024-01-17,2029-01-15,True,3.7
