patient_id,first_name,last_name,maternal_surname,date_of_birth,gender,curp,street_address,city,state,zip_code,email,plan_name,plan_code,policy_number,group_id,enrollment_date,is_active,annual_deductible,annual_out_of_pocket_max
P008331,Juana,Barrera,Yáñez,1966-09-03,F,LEQT780916HCSZRY06,"Boulevard Norte Burgos 649 Edif. 680 , Depto. 991",Vieja Nueva Zelandia,NAY,32939-0688,bverduzco@example.org,Essential,ESS,POL00627834,,2023-05-02,True,5000,50000
P008332,Abelardo,Mena,Peres,1953-04-16,F,CEEF360730HHGDRQ01,Calzada Razo 566 219,San Serafín los bajos,DGO,12211-3771,trinidadtejada@example.org,Standard,STD,POL43561712,,2023-07-23,True,3000,40000
P008333,Amalia,Fernández,Valverde,2002-07-24,M,OALJ100417HYNRZK05,Retorno Jamaica 583 Interior 747,San Paulina los bajos,SLP,60599,trevinoguillermo@example.org,Essential,ESS,POL86018224,GRP00104,2021-04-02,True,5000,50000
P008334,Elvia,Quintana,Méndez,1945-04-17,F,SOJJ981021MCMPRK09,"Callejón Baja California 538 Edif. 570 , Depto. 839",San Diana de la Montaña,BCS,20369-9247,lvillalpando@example.com,Essential,ESS,POL80904927,GRP00264,2025-05-07,True,5000,50000
P008335,Raquel,Bustos,Soria,1990-10-27,M,VIIA460609MNTKMJ07,Pasaje Carrero 980 313,Vieja Seychelles,BCS,30254,lsalcido@example.org,Essential,ESS,POL98986483,GRP00489,2021-04-08,True,5000,50000
P008336,Berta,Pulido,Ordóñez,1942-01-18,M,CAOD750116MCSWGX06,Diagonal Nuevo León 039 130,Nueva Belarús,AGS,86116,luis-miguel51@example.net,Essential,ESS,POL57767949,GRP00450,2024-07-24,True,5000,50000
P008337,Andrea,del Río,Ávila,1994-10-03,F,EACX450324HBCRYK01,"Prolongación Djibouti 745 Edif. 792 , Depto. 463",Nueva Italia,TAB,07807-8905,saucedofelix@example.com,Standard,STD,POL14713241,,2024-07-12,True,3000,40000
P008338,Eduardo,Rosario,Quesada,1958-03-30,M,TIBM310111HTSMVD06,Retorno Querétaro 241 173,San Jos los bajos,OAX,77687,jcolunga@example.org,Standard,STD,POL36815204,,2025-06-16,True,3000,40000
P008339,Óscar,Olmos,Hidalgo,1969-06-13,M,GULE100622HHGHYC09,"Continuación Gálvez 243 Edif. 239 , Depto. 769",Xalapa,VER,90405-0683,daniel49@example.com,Essential,ESS,POL48091660,GRP00233,2021-02-24,True,5000,50000
P008340,Mónica,Bernal,Segura,1976-11-25,F,PITH711229MYNZTL03,Diagonal Norte Correa 288 731,San Ofelia los altos,SON,80515-3149,jose-luiscepeda@example.net,Premium,PRM,POL77454500,,2024-08-16,True,1500,30000
P008341,Adalberto,Alonzo,Quiñónez,1990-09-09,M,WAIP570105MDFRTF09,Andador Norte Collado 111 Interior 474,San Florencia los altos,CAMP,78034-2357,ceballosvirginia@example.com,Standard,STD,POL50970308,GRP00073,2024-11-12,False,3000,40000
P008342,Esperanza,Miramontes,Rincón,1944-08-25,F,REPE320209HBSNVM05,"Continuación Michoacán de Ocampo 164 Edif. 304 , Depto. 888",Ecatepec,MEX,81575,calderonadan@example.net,Elite,ELT,POL27449683,GRP00479,2025-07-30,True,0,20000
P008343,Luis Miguel,Granado,Ozuna,1975-07-06,M,LILB921026HSPNJQ00,Ampliación Michoacán de Ocampo 270 Interior 501,Vieja República Árabe Siria,CAMP,82209,abril14@example.net,Standard,STD,POL54672244,GRP00019,2025-06-12,False,3000,40000
P008344,Francisco,Berríos,Sauceda,1987-03-31,F,QOVJ281222MSLYQV04,Continuación Sur Valenzuela 118 Interior 115,Guadalajara,JAL,57689-0693,quirozfelipe@example.com,Premium,PRM,POL59487471,,2021-04-25,True,1500,30000
P008345,Jaqueline,Anaya,Carrillo,1957-10-21,M,KUOW120804HASBWNA8,Avenida Gonzales 788 395,Nueva Sri Lanka,NAY,76735-0188,auroramateo@example.org,Premium,PRM,POL02919422,GRP00055,2025-06-27,True,1500,30000
P008346,Ilse,Cervántez,Fonseca,1981-11-23,F,DUOW120113MJCRHOA2,Circunvalación Norte Rael 301 Interior 972,Irapuato,GTO,77859-1851,delia72@example.org,Essential,ESS,POL45180519,,2021-02-06,True,5000,50000
P008347,Alta  Gracia,Botello,Bahena,1943-08-09,F,DILT831009HHGGHO06,Ampliación Guanajuato 488 363,San Oswaldo de la Montaña,COL,24656,rodolfolaboy@example.net,Premium,PRM,POL24982539,GRP00476,2023-08-15,True,1500,30000
P008348,Rufino,Figueroa,Pichardo,1981-02-12,M,FAWK400718MDFCZR02,"Prolongación Sur Colón 733 Edif. 900 , Depto. 356",San Martín Texmelucan,PUE,38373-7477,jorge-luis42@example.org,Essential,ESS,POL22110936,GRP00436,2024-11-16,True,5000,50000
P008349,Cristal,Borrego,Guardado,1982-04-18,F,UOWI930927MYNFDS09,Avenida Armenia 410 672,Vieja Angola,COL,71921-4374,mayteurena@example.org,Standard,STD,POL06544833,GRP00411,2021-04-10,True,3000,40000
P008350,Beatriz,Madera,Tijerina,1966-09-15,F,QAKO040508MMCZQOA5,"Boulevard Zambrano 776 Edif. 743 , Depto. 285",Monterrey,NL,97849,isabelzavala@example.org,Premium,PRM,POL95977642,GRP00451,2021-05-20,False,1500,30000
P008351,Alejandro,Bueno,Villagómez,1983-06-07,M,NIWF341028MDGHQN04,Retorno Sur Gutiérrez 746 145,Vieja Haití,CHIH,18069,vmonroy@example.com,Essential,ESS,POL64609786,GRP00106,2022-02-10,True,5000,50000
P008352,Augusto,Malave,Carranza,1993-06-02,M,POFL180303MHGGBC03,Diagonal Campeche 682 Interior 837,San Gonzalo los altos,BCS,90350,hraya@example.org,Standard,STD,POL87525576,GRP00473,2021-09-06,True,3000,40000
P008353,Caridad,Valadez,Baeza,2001-02-22,F,TOPM301123MDGYQM05,"Circunvalación Valdés 038 Edif. 345 , Depto. 600",San Lilia de la Montaña,COAH,12266-1214,nmayorga@example.org,Standard,STD,POL98770298,GRP00142,2024-02-14,True,3000,40000
P008354,Federico,Vergara,Cortés,1956-06-27,M,TONQ091129MQOTMZ00,"Boulevard Jordania 272 Edif. 673 , Depto. 895",San Santiago de la Montaña,NAY,20678-1226,sbustamante@example.net,Elite,ELT,POL91667627,GRP00201,2024-01-21,True,0,20000
P008355,María Teresa,Mireles,Abreu,1950-03-19,F,HAPV490525HZSWPH03,Prolongación Bangladesh 211 Interior 449,Vieja México,CHIH,51685,vtoledo@example.net,Essential,ESS,POL95193768,GRP00343,2025-07-10,True,5000,50000
P008356,Alicia,Gutiérrez,Arevalo,1992-12-27,M,AEYY640215MSPCDR03,Periférico Sudán 571 004,San Esther los altos,SON,13277,pedrozajorge@example.org,Essential,ESS,POL73268092,GRP00309,2022-01-23,True,5000,50000
P008357,Porfirio,Benítez,Centeno,1956-02-16,F,TOHZ850720MQRJVO08,Viaducto Veracruz de Ignacio de la Llave 205 193,San Elena los altos,CAMP,13951,salazarvirginia@example.net,Essential,ESS,POL75854326,GRP00348,2023-08-08,True,5000,50000
P008358,Carolina,Chavarría,Maestas,1968-05-19,M,AUEQ951227MJCXBA01,Diagonal San Luis Potosí 495 Interior 767,San Clemente los altos,CHIS,67844-0352,eugenio11@example.com,Essential,ESS,POL69376979,GRP00487,2020-11-02,True,5000,50000
P008359,José Emilio,Casanova,Carrero,1943-05-17,F,OINQ001224HCSGGPA5,Circunvalación Guanajuato 288 565,Tonalá,JAL,19370,armentageorgina@example.org,Premium,PRM,POL96681204,,2021-04-13,True,1500,30000
P008360,Eloisa,Ordóñez,Uribe,1951-01-18,M,BAPP221016HCCYZH04,Corredor Aguayo 558 Interior 908,Xalapa,VER,39458,lilianasaenz@example.org,Premium,PRM,POL40000640,,2022-09-29,True,1500,30000
P008361,Estefanía,Saldivar,Guevara,2001-12-08,M,YEBR570109HGRPRD06,Corredor Velásquez 980 Interior 082,Valladolid,YUC,31656,caridad93@example.org,Elite,ELT,POL76512461,GRP00087,2021-05-22,True,0,20000
P008362,Jorge,Esquivel,Casillas,1948-05-06,F,NABI950504HQOWTD09,"Diagonal Morelos 908 Edif. 184 , Depto. 001",Nueva Micronesia,HGO,84611,leonel21@example.org,Essential,ESS,POL35839604,GRP00405,2023-04-22,True,5000,50000
P008363,Rebeca,Osorio,Galarza,1989-07-28,M,JAQN110926MTLLHI02,"Boulevard Colima 390 Edif. 323 , Depto. 100",San Miriam los altos,CHIH,93732,gonzaloabreu@example.net,Premium,PRM,POL50916312,GRP00070,2024-07-19,True,1500,30000
P008364,Gustavo,Valentín,Borrego,1968-01-08,F,COYV760830MCCPSC01,Peatonal Puebla 576 Interior 007,San Asunción los altos,CAMP,03372-2655,guajardoluis-manuel@example.net,Essential,ESS,POL74888145,,2023-09-30,True,5000,50000
P008365,Rolando,Casares,Marrero,1948-06-28,M,EIIZ521213MMCVZA01,"Callejón Norte Ruelas 908 Edif. 997 , Depto. 065",Nezahualcóyotl,MEX,70679,ploya@example.com,Essential,ESS,POL44653921,,2024-02-19,True,5000,50000
P008366,César,Tovar,Anaya,1954-08-24,M,JAKZ171224MCHWVN09,Retorno Yucatán 106 009,Vieja Uganda,OAX,71929,carlos19@example.org,Standard,STD,POL22241715,GRP00343,2024-03-25,True,3000,40000
P008367,Magdalena,Mascareñas,Espinoza,1986-02-06,F,COXF830911MCMCHG03,Cerrada Chacón 395 331,Vieja Montenegro,DGO,62408-1540,gustavoarchuleta@example.org,Standard,STD,POL97538344,GRP00262,2024-09-09,True,3000,40000
P008368,Samuel,Montoya,Olivas,1962-07-17,M,QONT200321HTSLJX08,Corredor Japón 798 Interior 457,Vieja Costa Rica,CHIS,06883-5899,pquesada@example.net,Standard,STD,POL45266097,,2021-09-01,False,3000,40000
P008369,Rosalia,Alcala,Negrón,1974-09-28,F,EAPV240927HGRSKG01,"Eje vial San Marino 076 Edif. 863 , Depto. 377",Vieja Bosnia y Herzegovina,CAMP,47744-1563,negronlorena@example.org,Standard,STD,POL48331902,,2025-01-20,True,3000,40000
P008370,Benjamín,Quezada,Ulibarri,1941-04-20,M,XUFU591208HJCMXK06,Peatonal Granados 016 504,Veracruz,VER,46139-9245,horaciobahena@example.org,Essential,ESS,POL39508874,GRP00440,2020-11-05,True,5000,50000
P008371,María José,Valverde,Lomeli,1960-09-01,M,TUDI221128HDGLGXA2,Avenida Molina 468 Interior 452,Valladolid,YUC,44622-8100,elvia77@example.com,Elite,ELT,POL75768461,,2021-03-16,True,0,20000
P008372,Alta  Gracia,Fernández,Concepción,1952-10-04,F,XIQW400506HJCGLH04,Prolongación Norte Rolón 591 160,Puebla,PUE,24315-8152,brionesemiliano@example.org,Standard,STD,POL13249358,GRP00294,2021-06-08,True,3000,40000
P008373,Francisco,López,Arenas,2002-12-08,F,GAUH720603HZSKKC06,"Prolongación Nuevo León 994 Edif. 193 , Depto. 673",Vieja Vanuatu,SIN,31502-4311,montanocarlota@example.net,Premium,PRM,POL87389248,GRP00204,2021-10-01,True,1500,30000
P008374,Lorenzo,Campos,Carbajal,2006-11-10,M,MAJU790206MDFKFH06,"Continuación Veracruz de Ignacio de la Llave 995 Edif. 344 , Depto. 207",Monterrey,NL,68761-8704,sbaeza@example.org,Premium,PRM,POL78561280,,2023-09-06,True,1500,30000
P008375,María del Carmen,Tamez,Ayala,1978-03-20,F,NOTD770227HSLHBH07,Peatonal Merino 741 Interior 881,Vieja Granada,TAB,67138-0355,francorufino@example.com,Essential,ESS,POL35868758,,2022-08-07,True,5000,50000
P008376,Darío,Tamez,Mejía,1969-01-02,F,POHV591228MTCLLR01,Privada Baja California 049 251,Apodaca,NL,70111-4635,mario46@example.com,Premium,PRM,POL93084662,GRP00473,2024-01-22,True,1500,30000
P008377,Leticia,Salgado,Macías,1942-05-05,F,QUNB241221HTLYCNA7,Ampliación Irlanda 936 Interior 471,Vieja Senegal,TLAX,73372,violeta88@example.net,Standard,STD,POL39448161,GRP00298,2022-12-09,True,3000,40000
P008378,Rosario,Zambrano,Mojica,1967-08-27,F,UIMM330120HTSLVI05,Calle Fiji 127 530,Nueva Albania,NAY,11181-2298,borregocristobal@example.com,Elite,ELT,POL45401648,,2023-03-09,True,0,20000
P008379,Yeni,Guevara,Esquivel,1949-09-04,F,NOXY120830HCCXTWA3,Viaducto San Luis Potosí 611 Interior 241,Nueva Jamaica,NAY,72075,reinaotero@example.com,Premium,PRM,POL77876248,,2023-10-08,True,1500,30000
P008380,Elias,Gaytán,Muñiz,1943-04-11,F,UERS920210HQRCNZ04,Privada Verdugo 167 Interior 674,San Hernán los bajos,ZAC,71863,dulce-maria70@example.org,Essential,ESS,POL61621121,,2023-09-27,True,5000,50000
P008381,Mateo,Palacios,Anguiano,1955-11-15,F,GOVR751025MMCWQS03,Andador Valdez 191 Interior 968,San Alfredo de la Montaña,SIN,24983,mitzylomeli@example.com,Standard,STD,POL61821026,GRP00013,2022-03-19,True,3000,40000
P008382,Cristian,Ulibarri,Osorio,2000-06-27,F,REIX131019MCSFLY06,"Cerrada Sur Ceballos 876 Edif. 730 , Depto. 004",San Itzel los bajos,BCS,18123-7824,nicolas09@example.net,Essential,ESS,POL74271380,GRP00224,2020-08-10,True,5000,50000
P008383,Andrés,Villaseñor,Montez,1949-02-03,M,NOEE661120MHGYTN07,"Peatonal Villarreal 457 Edif. 701 , Depto. 208",Vieja Kirguistán,MICH,08852,gonzalesesteban@example.org,Standard,STD,POL41414502,GRP00394,2021-11-19,True,3000,40000
P008384,Horacio,Otero,Saldivar,1997-10-22,M,UADK660424HCMKVC06,"Retorno Eritrea 766 Edif. 136 , Depto. 548",San Abelardo los altos,MICH,80897,ugutierrez@example.com,Standard,STD,POL17526236,GRP00470,2021-08-10,True,3000,40000
P008385,Víctor,Bétancourt,Barela,1977-04-05,F,ZAJI440102HDFFHV05,Retorno Guerrero 499 Interior 142,Apodaca,NL,28003-2739,santiago24@example.org,Standard,STD,POL36094727,GRP00105,2024-03-05,True,3000,40000
P008386,Zacarías,Ulibarri,Olivera,1989-11-03,F,SAIO260120MBCZMZ07,Retorno Norte Báez 337 327,San Joaquín los altos,BCS,80013,soledadlongoria@example.com,Standard,STD,POL45104377,GRP00324,2020-10-02,True,3000,40000
P008387,Olivia,Gaytán,Gurule,1959-10-17,F,CORW811216HOCFKZ07,Cerrada Hidalgo 019 Interior 243,Nueva Mauricio,GRO,92810-3332,silviacordova@example.org,Standard,STD,POL75067772,,2024-10-28,True,3000,40000
P008388,Octavio,Téllez,Varela,1962-03-10,F,KASV180403MNTMNJ01,Calle Sonora 494 Interior 703,San Mónica de la Montaña,CAMP,30147,vigilfabiola@example.org,Essential,ESS,POL38393606,GRP00186,2022-03-25,True,5000,50000
P008389,Anabel,Pérez,Reynoso,1981-05-02,F,JUWV810604HNTLYR00,"Callejón Norte Alvarado 587 Edif. 446 , Depto. 679",Querétaro,QRO,67615-5417,mauroquinonez@example.com,Standard,STD,POL13360873,GRP00273,2023-07-21,True,3000,40000
P008390,Rosario,Carbajal,Acuña,1992-04-09,F,IONI270211MPLCJW04,Pasaje Suárez 457 712,Coyoacán,CDMX,31125,baezarene@example.org,Premium,PRM,POL63751057,GRP00466,2024-08-17,True,1500,30000
P008391,Noemí,Rojas,Cordero,1994-03-24,F,PITY630318MPLYQL03,Ampliación Durango 514 Interior 503,San José Luis de la Montaña,OAX,32698,cristobalbotello@example.net,Essential,ESS,POL29482695,GRP00411,2023-04-14,True,5000,50000
P008392,Evelio,Mora,Regalado,1946-02-21,M,WIXD571111HPLJVL08,"Diagonal Matos 388 Edif. 627 , Depto. 688",Vieja Egipto,CHIH,73853-8208,renatosevilla@example.net,Essential,ESS,POL11922525,GRP00468,2021-05-30,True,5000,50000
P008393,José Emilio,Zamora,Collazo,2004-11-13,F,LOIU090710HGRLQLA8,"Eje vial Jordania 949 Edif. 967 , Depto. 364",Nueva Trinidad y Tabago,SON,10857,jeronimoochoa@example.net,Essential,ESS,POL24938904,GRP00213,2021-10-07,True,5000,50000
P008394,Leonardo,Velásquez,Arenas,1984-10-31,M,EEWX630719HCMXCT01,Cerrada Beltrán 086 423,Vieja Islandia,COAH,48522-8300,mejiamodesto@example.com,Essential,ESS,POL89948156,,2024-09-23,True,5000,50000
P008395,Micaela,Carrero,Madrigal,1946-08-17,M,TOYK620311MASYJG04,Boulevard Quintana Roo 881 Interior 456,San Luis Manuel de la Montaña,SLP,53668-3976,kpineda@example.net,Essential,ESS,POL19137266,GRP00231,2023-07-13,True,5000,50000
P008396,Luis Manuel,Jaimes,Montenegro,1992-05-20,F,QOFY060214MCSHVIA7,Periférico Grijalva 709 Interior 491,San Francisca de la Montaña,MICH,42169-3052,xherrera@example.net,Premium,PRM,POL80022326,GRP00157,2024-06-01,True,1500,30000
P008397,Mateo,Vigil,Pedraza,1955-01-07,M,EOFT171021MASHTRA8,Continuación Aguascalientes 693 Interior 817,San Luis Miguel los altos,SLP,53908-3247,eduardo23@example.org,Essential,ESS,POL00211323,,2024-10-15,True,5000,50000
P008398,Hugo,Vélez,Meléndez,1988-01-19,M,DOZC880218MQRJWU02,Circunvalación Durango 291 111,Vieja Filipinas,NAY,68513-3493,abelardo94@example.com,Standard,STD,POL48482902,GRP00494,2022-09-03,True,3000,40000
P008399,Nancy,Sotelo,López,1944-06-09,M,LIBF060826MNLGSVA0,Ampliación Yucatán 022 353,Nueva Reino Unido de Gran Bretaña e Irlanda del Norte,ZAC,97889-9524,jaime70@example.com,Premium,PRM,POL85301579,GRP00170,2022-08-05,True,1500,30000
P008400,Rosario,Torres,Toledo,1972-12-09,F,HOGH220421MSLCHBA5,Calle Segovia 629 Interior 080,San Mayte los altos,TAMPS,27904,gmartinez@example.org,Essential,ESS,POL78876025,GRP00462,2023-02-27,True,5000,50000
P008401,Julia,Quiñones,Arreola,1990-01-27,F,CEIL790312MSLLWQ04,Andador Sur Elizondo 550 Interior 811,Vieja Tailandia,MOR,77180,beltranjorge@example.org,Essential,ESS,POL82174687,,2024-03-08,True,5000,50000
P008402,María del Carmen,Galarza,Trujillo,1989-11-06,F,DAAX890525HNTNBN02,Cerrada Baja California 292 912,Nueva Dominicana,CHIS,54467,alejandro59@example.net,Standard,STD,POL61573536,GRP00412,2025-03-26,True,3000,40000
P008403,Elsa,Casillas,Orellana,1946-02-02,M,TOBU460509MDFLMT04,Prolongación Coahuila de Zaragoza 014 280,Vieja Islas Salomón,COAH,14526,margaritamedrano@example.org,Essential,ESS,POL70710700,GRP00488,2022-09-07,True,5000,50000
P008404,Pilar,Villegas,Cano,1947-01-02,F,LIIX480311HBSXXH02,"Circunvalación Polonia 612 Edif. 180 , Depto. 624",Coyoacán,CDMX,11596-2482,serratosoledad@example.net,Essential,ESS,POL54053532,,2025-02-05,True,5000,50000
P008405,Luis Manuel,Loya,Saiz,1970-08-14,M,MIPC490627HCHGVC04,Pasaje Mascareñas 632 309,San Juan del Río,QRO,12870-8264,melgarenrique@example.net,Essential,ESS,POL84585557,GRP00446,2021-10-27,True,5000,50000
P008406,Rufino,Cisneros,Badillo,1976-09-25,M,CAHA940214HBSJJU05,"Ampliación Norte Porras 277 Edif. 243 , Depto. 686",San Juan del Río,QRO,85242-8576,bulibarri@example.org,Premium,PRM,POL77809502,GRP00473,2024-04-28,True,1500,30000
P008407,Genaro,Centeno,Balderas,2001-05-11,M,LIPT560119MMCQLX07,Ampliación Sur Barela 832 Interior 596,Vieja Lituania,ZAC,12640-1093,unegron@example.org,Essential,ESS,POL83143628,,2020-10-30,True,5000,50000
P008408,José Emilio,Negrón,Benítez,1967-11-30,M,DIMS360501MCHPCR05,Retorno Bhután 607 Interior 794,San Marisol los altos,COAH,75932,delia55@example.org,Premium,PRM,POL76418208,,2020-09-27,False,1500,30000
P008409,Elvira,Torres,Solorzano,1997-12-07,F,TAPQ750107HTLMQV06,Circunvalación Jalisco 501 708,Nueva Namibia,MOR,13353-7783,marianomora@example.com,Essential,ESS,POL98848786,GRP00418,2020-10-17,True,5000,50000
P008410,Alicia,Rodarte,Carvajal,1993-07-20,M,GOUO081118HHGCCOA3,Peatonal Jordania 971 Interior 377,Nueva Eslovenia,MICH,26751-6425,alfonsovaldez@example.org,Standard,STD,POL75259409,,2020-09-21,True,3000,40000
P008411,Aida,de Jesús,Regalado,1973-01-01,M,NADK900607MNEHSF06,Cerrada Chiapas 950 Interior 699,San Juan del Río,QRO,16112,fcasarez@example.net,Standard,STD,POL39476651,,2024-07-14,True,3000,40000
P008412,Serafín,Fernández,Ulloa,1980-02-09,F,ZUJR320221HCCWQI03,Ampliación Norte Casanova 054 397,Mexicali,BC,23591-0857,rocio34@example.org,Standard,STD,POL65464005,GRP00428,2023-03-22,True,3000,40000
P008413,Cynthia,Bravo,Quiñónez,1989-11-06,F,FAZD990323MGRXRS01,Cerrada Noruega 865 Interior 622,San Sandra los altos,QROO,28326,leonor51@example.net,Essential,ESS,POL79623673,GRP00163,2022-08-28,True,5000,50000
P008414,Enrique,Orosco,Camarillo,1952-11-22,M,REID900818HCLKYD04,Pasaje Norte Bonilla 018 801,San Juan del Río,QRO,94731-1485,jeronimoduenas@example.net,Standard,STD,POL08780260,,2022-05-07,True,3000,40000
P008415,Mateo,Covarrubias,Madrigal,1995-11-22,M,FITU131214MCCFWT07,Boulevard Jaramillo 194 Interior 913,Nueva Suriname,SLP,99800,jrodarte@example.net,Elite,ELT,POL51977981,GRP00221,2022-07-03,True,0,20000
P008416,Violeta,Olivas,González,1980-10-08,M,SOEG260503MCHFWK02,Diagonal Sur Ballesteros 740 Interior 854,Mexicali,BC,67716,elviaaragon@example.net,Essential,ESS,POL70985393,,2023-09-21,True,5000,50000
P008417,Nayeli,Regalado,Cadena,1989-03-20,M,FICP890721MJCJXR01,"Andador Santa Lucía 713 Edif. 206 , Depto. 814",Vieja Mauritania,ZAC,69080,manuel76@example.org,Premium,PRM,POL69802596,GRP00165,2024-01-12,True,1500,30000
P008418,Irma,Granados,Beltrán,1964-11-09,M,SEFI030922MASQLIA1,Avenida Chad 129 Interior 419,San Zoé los bajos,BCS,19446,magdalena74@example.org,Essential,ESS,POL51985880,,2024-03-17,True,5000,50000
P008419,Rolando,Covarrubias,Mata,2001-01-26,M,FUDC491221MZSNZV02,Privada Leyva 517 Interior 999,Vieja Burkina Faso,OAX,48035,manuelterrazas@example.com,Essential,ESS,POL64162840,GRP00491,2024-02-10,False,5000,50000
P008420,Josefina,Saiz,Pelayo,1945-06-15,M,IOBO511107MGRRJE07,"Ampliación Sur Rentería 213 Edif. 273 , Depto. 491",San Lilia los bajos,BCS,84528,serranomaria-luisa@example.org,Premium,PRM,POL55109035,GRP00390,2021-05-05,True,1500,30000
P008421,Micaela,Orosco,Reyna,1960-11-07,M,SEGD201016HMNHCB01,Pasaje Irizarry 468 569,Tlalpan,CDMX,64831-9565,icruz@example.net,Standard,STD,POL58530885,GRP00166,2023-11-03,True,3000,40000
P008422,María Teresa,Jimínez,Mora,1994-07-04,F,RAAV930113MSLYKR09,"Ampliación Sur Orozco 251 Edif. 764 , Depto. 978",Nueva Côte d'Ivoire,BCS,78795-5089,alicia18@example.net,Premium,PRM,POL55432414,,2022-11-17,True,1500,30000
P008423,Elias,Leiva,Olivo,1960-09-19,M,ZUND151125MDFVNOA1,Eje vial Gutiérrez 678 184,Nueva Bélgica,MICH,36337,ofelia15@example.net,Standard,STD,POL94829670,,2021-06-16,True,3000,40000
P008424,Sara,Ontiveros,Acosta,1954-01-05,F,WIVR860615HBSVDK08,"Diagonal Rodríguez 813 Edif. 643 , Depto. 973",San Leticia de la Montaña,OAX,32092-2205,clemente66@example.com,Standard,STD,POL41250262,GRP00358,2021-03-26,True,3000,40000
P008425,Sonia,Tirado,Trejo,1982-08-29,M,BUFO891004MMNFQJ05,Prolongación Armenia 780 349,Querétaro,QRO,16463-3393,olivia42@example.net,Standard,STD,POL13875632,GRP00107,2021-09-29,True,3000,40000
P008426,Nancy,Pacheco,Moreno,1963-04-19,F,GIAA160718HHGMBT00,Continuación Mongolia 191 Interior 442,Nueva Chad,ZAC,03424,kmontalvo@example.net,Essential,ESS,POL50868342,,2022-05-27,True,5000,50000
P008427,Isaac,Cadena,Meza,1993-10-17,F,UOHC650302MNESWK07,"Avenida Bravo 844 Edif. 889 , Depto. 923",San Rufino los altos,OAX,82867-1054,isabelaparedes@example.com,Essential,ESS,POL79692822,GRP00334,2024-04-28,True,5000,50000
P008428,Clemente,Valverde,Villa,1940-10-18,F,CAVZ151222MSPTQHA7,Peatonal Norte Padrón 593 Interior 118,Vieja Senegal,QROO,41493,catalina57@example.net,Standard,STD,POL13791403,GRP00118,2021-10-08,True,3000,40000
P008429,Mónica,Crespo,Serrano,1966-06-10,M,KAGB130104HYNMRMA2,Corredor Garrido 367 450,San Emilio de la Montaña,SLP,90515,gabriel43@example.org,Essential,ESS,POL83227866,GRP00045,2024-01-07,True,5000,50000
P008430,Mercedes,Pizarro,Balderas,1972-01-13,F,LAIH370102MDGVRX00,"Periférico Cortés 720 Edif. 333 , Depto. 684",San Martín Texmelucan,PUE,81805-5943,hcepeda@example.net,Standard,STD,POL31499503,GRP00263,2023-09-22,True,3000,40000
P008431,Bruno,Vélez,Vanegas,1962-08-25,M,AEZT230618MZSGGT05,Calle Chihuahua 416 823,San Espartaco de la Montaña,COAH,99206,corderomiguel@example.net,Standard,STD,POL79822720,,2024-10-16,True,3000,40000
P008432,Alma,Prieto,Durán,1940-07-24,M,UIHM870807MZSCMH09,Privada Amador 458 859,Querétaro,QRO,15838,soledad01@example.com,Premium,PRM,POL29137735,,2023-01-30,True,1500,30000
P008433,Anabel,Sanabria,Aparicio,1982-06-04,F,CIQC290614HNLSXE03,"Calle Gil 086 Edif. 951 , Depto. 546",Coyoacán,CDMX,65260-0316,renesantiago@example.net,Premium,PRM,POL12547229,GRP00153,2022-10-21,True,1500,30000
P008434,Estela,Soto,Guzmán,1982-07-01,M,SAWW741006HCCJSP08,Andador Islas Marshall 191 986,Ciudad de México,CDMX,96935-6321,dulceaguirre@example.org,Standard,STD,POL88229984,,2020-08-11,True,3000,40000
P008435,Verónica,Camacho,del Río,1985-11-26,M,FIUH190916HZSLRX08,"Corredor Nicaragua 709 Edif. 598 , Depto. 907",Ensenada,BC,95037-1829,rufinoolivo@example.com,Standard,STD,POL32439928,GRP00478,2023-03-20,True,3000,40000
P008436,Aurora,Arredondo,Montaño,1966-04-09,F,QEFB450612MHGMKM09,"Viaducto Alejandro 878 Edif. 258 , Depto. 483",Nueva Austria,TAMPS,62316,escalantetomas@example.org,Essential,ESS,POL67770011,GRP00166,2023-02-07,True,5000,50000
P008437,Sessa,Ruelas,Becerra,1970-09-13,M,SEAL961005HTLKLO03,"Circuito Sur Salazar 936 Edif. 116 , Depto. 237",Toluca,MEX,18665,oelizondo@example.net,Standard,STD,POL64672161,GRP00312,2025-03-10,True,3000,40000
P008438,Isabela,Soria,Mercado,1983-09-19,M,JUJS490511HZSBSZ04,Callejón Aguascalientes 875 Interior 380,San Alejandra de la Montaña,CHIS,70038-3390,verduzcoalonso@example.org,Standard,STD,POL85570099,GRP00090,2024-01-14,True,3000,40000
P008439,Bernabé,Puente,Tijerina,1988-11-21,M,RIIJ521129MBSJSC03,"Calzada Sur Zedillo 879 Edif. 795 , Depto. 014",San Eva los altos,ZAC,91546,esteban78@example.net,Essential,ESS,POL12098470,GRP00481,2024-10-10,True,5000,50000
P008440,Gustavo,Holguín,Negrón,1986-11-12,F,CERE190212HYNJPG01,"Viaducto Santa Lucía 750 Edif. 940 , Depto. 410",Nezahualcóyotl,MEX,17247,josefina84@example.com,Standard,STD,POL23051843,,2021-06-16,True,3000,40000
